SCORES_TXT_BEGIN_0 0 100 9 BLEU
6 38 1 37 0 36 0 35 14 
6 39 1 38 0 37 0 36 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 38 1 37 0 36 0 35 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 38 1 37 0 36 0 35 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 36 1 35 0 34 0 33 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 38 1 37 0 36 0 35 14 
6 39 1 38 0 37 0 36 14 
6 38 1 37 0 36 0 35 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 35 1 34 0 33 0 32 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 36 1 35 0 34 0 33 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 37 1 36 0 35 0 34 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 37 1 36 0 35 0 34 14 
6 38 1 37 0 36 0 35 14 
6 39 1 38 0 37 0 36 14 
6 35 1 34 0 33 0 32 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 35 1 34 0 33 0 32 14 
6 37 1 36 0 35 0 34 14 
6 38 1 37 0 36 0 35 14 
6 35 1 34 0 33 0 32 14 
6 37 1 36 0 35 0 34 14 
6 36 1 35 0 34 0 33 14 
6 37 1 36 0 35 0 34 14 
6 39 1 38 0 37 0 36 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 35 1 34 0 33 0 32 14 
6 35 1 34 0 33 0 32 14 
6 38 1 37 0 36 0 35 14 
6 36 1 35 0 34 0 33 14 
6 37 1 36 0 35 0 34 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 36 1 35 0 34 0 33 14 
6 36 1 35 0 34 0 33 14 
6 37 1 36 0 35 0 34 14 
6 37 1 36 0 35 0 34 14 
6 36 1 35 0 34 0 33 14 
6 40 1 39 0 38 0 37 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 37 1 36 0 35 0 34 14 
6 36 1 35 0 34 0 33 14 
6 36 1 35 0 34 0 33 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 34 1 33 0 32 0 31 14 
6 36 1 35 0 34 0 33 14 
6 36 1 35 0 34 0 33 14 
6 36 1 35 0 34 0 33 14 
6 37 1 36 0 35 0 34 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 38 1 37 0 36 0 35 14 
6 36 1 35 0 34 0 33 14 
6 36 1 35 0 34 0 33 14 
