FEATURES_TXT_BEGIN_0 0 100 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-52 -137.87 -30 24 -49.0271 -72.6335 -26.1053 -57.5496 
-40 -139.688 -30 23 -47.9163 -72.6335 -25.1565 -57.5496 
-52 -137.69 -30 24 -50.0961 -72.2112 -26.3561 -57.5228 
-44 -138.826 -29 25 -54.455 -69.8489 -25.6774 -55.127 
-44 -138.731 -30 24 -50.0961 -72.2112 -26.3561 -57.5228 
-32 -140.645 -29 24 -53.3443 -69.8489 -24.7286 -55.127 
-48 -138.866 -29 24 -52.3532 -72.0491 -26.3561 -54.389 
-32 -140.55 -30 23 -48.9854 -72.2112 -25.4073 -57.5228 
-44 -138.647 -29 25 -55.5241 -69.4266 -25.9283 -55.1002 
-44 -138.552 -30 24 -51.1651 -71.7889 -26.607 -57.496 
-36 -140.685 -29 23 -51.2425 -72.0491 -25.4073 -54.389 
-48 -138.687 -29 24 -53.4223 -71.6268 -26.607 -54.3622 
-60 -138.001 -29 24 -51.6902 -70.2067 -25.6122 -55.4124 
-48 -139.82 -29 23 -50.5794 -70.2067 -24.6634 -55.4124 
-56 -138.573 -29 24 -51.2842 -72.4714 -26.1053 -54.4157 
-52 -138.318 -29 25 -54.455 -69.8489 -25.6774 -55.127 
-60 -137.822 -29 24 -52.7592 -69.7844 -25.863 -55.3856 
-44 -140.391 -29 23 -50.1734 -72.4714 -25.1565 -54.4157 
-40 -140.136 -29 24 -53.3443 -69.8489 -24.7286 -55.127 
-56 -138.394 -29 24 -52.3532 -72.0491 -26.3561 -54.389 
-52 -138.138 -29 25 -55.5241 -69.4266 -25.9283 -55.1002 
-48 -139.559 -30 23 -47.9163 -72.6335 -25.1565 -57.5496 
-52 -139.411 -31 23 -46.9284 -68.2363 -23.479 -60.5687 
-56 -137.109 -29 25 -52.7778 -72.406 -28.4703 -56.7645 
-56 -138.542 -29 24 -53.6443 -70.1685 -27.4858 -54.0202 
-48 -139.267 -30 24 -49.0271 -72.6335 -26.1053 -57.5496 
-40 -141.247 -30 23 -47.6688 -70.5864 -25.171 -57.2374 
-40 -141.23 -31 22 -45.8177 -68.2363 -22.5302 -60.5687 
-44 -138.928 -29 24 -51.667 -72.406 -27.5215 -56.7645 
-52 -138.533 -30 24 -51.3871 -70.3305 -27.4858 -57.154 
-52 -139.402 -29 24 -51.2842 -72.4714 -26.1053 -54.4157 
-52 -139.232 -31 23 -47.9975 -67.814 -23.7299 -60.542 
-44 -140.361 -29 23 -52.5335 -70.1685 -26.537 -54.0202 
-36 -141.086 -30 23 -47.9163 -72.6335 -25.1565 -57.5496 
-56 -136.93 -29 25 -53.8468 -71.9837 -28.7212 -56.7377 
-58 -137.852 -29 24 -52.0469 -73.6689 -25.6122 -55.4326 
-56 -138.363 -29 24 -54.7133 -69.7462 -27.7366 -53.9934 
-48 -139.088 -30 24 -50.0961 -72.2112 -26.3561 -57.5228 
-48 -139.215 -29 25 -54.455 -69.8489 -25.6774 -55.127 
-40 -140.352 -30 23 -50.2764 -70.3305 -26.537 -57.154 
-40 -141.221 -29 23 -50.1734 -72.4714 -25.1565 -54.4157 
-40 -140.516 -29 24 -53.3443 -69.8489 -24.7286 -55.127 
-60 -137.253 -29 24 -53.8506 -70.4953 -27.5481 -55.9285 
-58 -138.81 -29 24 -51.6902 -70.2067 -25.6122 -55.4124 
-40 -140.54 -29 24 -52.3532 -72.0491 -26.3561 -54.389 
-52 -139.908 -30 23 -48.0936 -70.5864 -25.2741 -57.2374 
-40 -140.421 -30 23 -48.9854 -72.2112 -25.4073 -57.5228 
-42 -139.814 -30 22 -47.0153 -75.0378 -25.5586 -58.252 
-52 -138.354 -30 24 -52.4562 -69.9082 -27.7366 -57.1272 
-52 -139.223 -29 24 -52.3532 -72.0491 -26.3561 -54.389 
-52 -139.551 -29 24 -51.2842 -72.4714 -26.1053 -54.4157 
-46 -139.67 -29 23 -50.9361 -73.6689 -24.6634 -55.4326 
-36 -141.033 -29 24 -53.3443 -69.8489 -24.7286 -55.127 
-48 -139.411 -29 24 -52.3532 -71.991 -26.3561 -55.0821 
-48 -139.072 -29 23 -52.7399 -70.4953 -26.5993 -55.9285 
-54 -138.561 -31 25 -49.753 -72.6335 -27.9534 -57.555 
-44 -140.556 -29 23 -51.2425 -72.0491 -25.4073 -54.389 
-48 -140.208 -30 24 -48.7796 -70.5864 -26.1198 -57.2374 
-46 -140.628 -29 23 -50.5794 -70.2067 -24.6634 -55.4124 
-28 -142.358 -29 23 -51.2425 -72.0491 -25.4073 -54.389 
-32 -142.204 -29 24 -53.0968 -67.8018 -24.7431 -54.8148 
-58 -137.672 -29 24 -53.1159 -73.2466 -25.863 -55.4058 
-48 -139.036 -29 25 -55.5241 -69.4266 -25.9283 -55.1002 
-32 -142.109 -30 23 -48.7379 -70.1641 -25.4218 -57.2106 
-40 -141.369 -29 23 -50.1734 -72.4714 -25.1565 -54.4157 
-60 -137.074 -29 24 -54.9197 -70.073 -27.799 -55.9018 
-58 -138.63 -29 24 -52.7592 -69.7844 -25.863 -55.3856 
