FEATURES_TXT_BEGIN_0 0 100 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-10 -1018.33 -36 25 -32.9342 -57.6899 -19.8359 -42.4318 
-10 -1017.11 -35 25 -34.5644 -58.5549 -18.8488 -39.2725 
-14 -1016.19 -36 25 -32.9342 -57.6899 -19.8359 -42.4318 
-14 -1010.94 -35 26 -38.8472 -58.0787 -23.1814 -42.2961 
-10 -1020.52 -36 25 -30.2212 -56.048 -19.8768 -42.4679 
-14 -1020.72 -36 25 -28.7677 -53.042 -19.3785 -40.9444 
-10 -1020.25 -36 24 -32.158 -57.2723 -17.9374 -41.193 
-10 -1017.78 -35 26 -36.8 -57.2293 -19.3355 -38.3753 
-10 -1019.3 -35 25 -31.8514 -56.913 -18.8896 -39.3086 
-14 -1019.5 -35 25 -30.3979 -53.907 -18.3913 -37.7851 
-10 -1018.97 -36 25 -32.6104 -57.6159 -20.0555 -42.8122 
-10 -1016.42 -33 26 -33.3689 -56.6625 -18.8055 -36.6639 
-14 -1018.38 -36 25 -30.2212 -56.048 -19.8768 -42.4679 
-18 -1018.58 -36 25 -28.7677 -53.042 -19.3785 -40.9444 
-8 -1026.64 -39 26 -25.6364 -54.4429 -24.6494 -48.274 
-8 -1025.98 -39 25 -26.7269 -54.3656 -24.344 -48.274 
-14 -1020.25 -36 24 -31.2488 -53.9814 -18.38 -39.478 
-10 -1020.68 -37 25 -32.4234 -57.6899 -19.8359 -44.083 
-10 -1017.74 -35 25 -34.2406 -58.4809 -19.0684 -39.6529 
-8 -1028.04 -38 26 -24.2526 -54.4429 -20.7576 -45.2583 
-14 -1014.07 -35 26 -35.5638 -55.541 -23.1814 -41.3798 
-10 -1017.87 -35 25 -32.7359 -57.0942 -20.3019 -41.0435 
-10 -1015.2 -32 26 -34.9991 -57.5275 -17.8183 -33.5046 
-10 -1013.78 -35 26 -38.8472 -58.0787 -23.1814 -42.2961 
-8 -1027.38 -38 25 -25.3431 -54.3656 -20.4522 -45.2583 
-8 -1025.41 -38 26 -27.2666 -55.3079 -23.6622 -45.1147 
-16 -1020.41 -37 23 -27.9684 -57.1034 -16.6157 -42.242 
-14 -1013.13 -35 26 -36.1342 -56.4369 -23.2223 -42.3322 
-8 -1024.76 -38 25 -28.3571 -55.2306 -23.3569 -45.1147 
-18 -1013.33 -35 26 -34.6807 -53.4308 -22.724 -40.8087 
-14 -1019.03 -35 24 -32.879 -54.8464 -17.3928 -36.3188 
-10 -1019.46 -36 25 -34.0536 -58.5549 -18.8488 -40.9237 
-8 -1026.81 -37 26 -25.8828 -55.3079 -19.7704 -42.099 
-10 -1012.56 -34 26 -40.4774 -58.9437 -22.1943 -39.1368 
-14 -1016.83 -36 25 -32.6104 -57.6159 -20.0555 -42.8122 
-8 -1026.16 -37 25 -26.9733 -55.2306 -19.465 -42.099 
-14 -1014.28 -33 26 -33.3689 -56.6625 -18.8055 -36.6639 
-4 -1026.7 -39 26 -29.1092 -56.9238 -25.1682 -48.302 
-12 -1024.5 -39 26 -25.6364 -54.4429 -24.6494 -48.274 
-14 -1018.28 -36 24 -32.158 -57.2723 -17.9374 -41.193 
-10 -1018.33 -36 25 -34.0986 -57.541 -21.0504 -42.7589 
-12 -1023.84 -39 25 -26.7269 -54.3656 -24.344 -48.274 
-18 -1018.11 -36 24 -31.2488 -53.9814 -18.38 -39.478 
-14 -1018.54 -37 25 -32.4234 -57.6899 -19.8359 -44.083 
-10 -1022.45 -36 24 -29.445 -55.6305 -17.9782 -41.2291 
-10 -1019.98 -35 26 -34.087 -55.5874 -19.3764 -38.4114 
-14 -1022.65 -36 24 -27.9916 -52.6245 -17.48 -39.7056 
-14 -1020.18 -35 26 -32.6336 -52.5814 -18.8781 -36.8879 
-14 -1019.77 -36 25 -31.4155 -54.9298 -19.4032 -40.2834 
-4 -1028.1 -38 26 -27.7253 -56.9238 -21.2764 -45.2863 
-12 -1025.9 -38 26 -24.2526 -54.4429 -20.7576 -45.2583 
-14 -1015.89 -35 24 -33.287 -58.3781 -18.0387 -40.0481 
-12 -1025.24 -38 25 -25.3431 -54.3656 -20.4522 -45.2583 
-4 -1025.47 -38 26 -30.7394 -57.7888 -24.181 -45.1427 
-14 -1011.57 -35 26 -38.5234 -58.0048 -23.401 -42.6765 
-14 -1020.43 -36 24 -30.6236 -54.0907 -18.5418 -40.2193 
-10 -1017.11 -35 25 -35.7288 -58.406 -20.0632 -39.5996 
-14 -1009.03 -32 27 -39.2819 -57.0513 -22.151 -36.5282 
-12 -1019.24 -38 27 -31.5494 -54.8317 -27.9949 -48.1383 
-14 -1013.03 -35 25 -38.071 -57.6612 -21.2829 -41.0573 
-10 -1013.08 -35 26 -40.0116 -57.9299 -24.3959 -42.6232 
-10 -1022.38 -36 25 -29.2437 -55.0256 -19.3785 -42.043 
-16 -1017.26 -36 24 -32.2724 -57.566 -18.2251 -40.4427 
-10 -1015.9 -34 24 -36.6038 -58.1124 -18.2543 -37.9581 
-12 -1018.59 -38 26 -32.6399 -54.7544 -27.6895 -48.1383 
-14 -1021.36 -36 25 -28.4439 -52.968 -19.5981 -41.3248 
-10 -1016.28 -35 25 -36.2584 -59.3737 -19.8309 -40.5851 
-14 -1018.54 -35 25 -33.0457 -55.7948 -18.416 -37.1241 
-4 -1026.88 -37 26 -29.3555 -57.7888 -20.2892 -42.127 
-18 -1012.86 -35 25 -37.1618 -54.3702 -21.7255 -39.3424 
-10 -1018.61 -33 26 -30.6559 -55.0206 -18.8463 -36.7 
-14 -1013.29 -36 26 -38.3364 -58.0787 -23.1814 -43.9473 
-14 -1018.81 -33 26 -29.2025 -52.0146 -18.3481 -35.1765 
-12 -1020.64 -37 27 -30.1656 -54.8317 -24.1031 -45.1226 
-14 -1019.21 -35 24 -32.2538 -54.9557 -17.5546 -37.06 
-14 -1017.91 -36 25 -33.1747 -55.988 -20.6601 -41.269 
-8 -1024.56 -39 26 -29.1092 -56.9238 -25.1682 -48.302 
-12 -1019.99 -37 26 -31.256 -54.7544 -23.7977 -45.1226 
-10 -1019.94 -36 25 -30.2298 -56.3916 -21.3712 -44.0871 
-10 -1022.87 -37 25 -29.7104 -56.048 -19.8768 -44.1191 
-8 -1026.62 -39 25 -25.8839 -54.2916 -24.5672 -48.6544 
-10 -1011.85 -34 26 -41.6418 -58.7949 -23.4087 -39.4639 
-10 -1021.16 -35 25 -30.8739 -55.8907 -18.3913 -38.8837 
-10 -1016.92 -35 26 -35.5638 -55.541 -23.1814 -41.3798 
-14 -1023.07 -37 25 -28.2569 -53.042 -19.3785 -42.5956 
-10 -1020.89 -36 24 -31.8342 -57.1984 -18.157 -41.5734 
-10 -1018.42 -35 26 -36.4762 -57.1553 -19.5551 -38.7558 
-14 -1020.89 -36 24 -30.4058 -53.9074 -18.6032 -39.8585 
-10 -1020.94 -36 24 -31.4989 -55.7096 -19.7537 -41.7136 
-14 -1020.14 -35 25 -30.0741 -53.833 -18.6109 -38.1656 
-10 -1018.35 -33 25 -32.5927 -56.2449 -16.907 -35.4251 
-10 -1015.87 -32 27 -37.2347 -56.2019 -18.3051 -32.6075 
