SCORES_TXT_BEGIN_0 0 100 9 BLEU
19 36 4 35 1 34 0 33 61 
20 35 5 34 2 33 1 32 61 
19 36 4 35 1 34 0 33 61 
18 35 4 34 1 33 0 32 61 
20 36 4 35 1 34 0 33 61 
20 36 4 35 1 34 0 33 61 
19 36 4 35 1 34 0 33 61 
19 35 3 34 0 33 0 32 61 
21 35 5 34 2 33 1 32 61 
21 35 5 34 2 33 1 32 61 
18 36 4 35 1 34 0 33 61 
19 33 4 32 1 31 0 30 61 
20 36 4 35 1 34 0 33 61 
20 36 4 35 1 34 0 33 61 
20 39 5 38 1 37 0 36 61 
20 39 5 38 1 37 0 36 61 
19 36 4 35 1 34 0 33 61 
20 37 4 36 1 35 0 34 61 
19 35 5 34 2 33 1 32 61 
19 38 4 37 1 36 0 35 61 
18 35 4 34 1 33 0 32 61 
19 35 4 34 1 33 0 32 61 
20 32 5 31 2 30 1 29 61 
18 35 4 34 1 33 0 32 61 
19 38 4 37 1 36 0 35 61 
21 38 6 37 2 36 1 35 61 
21 37 7 36 3 35 2 34 61 
19 35 4 34 1 33 0 32 61 
21 38 6 37 2 36 1 35 61 
19 35 4 34 1 33 0 32 61 
20 35 5 34 2 33 1 32 61 
21 36 5 35 2 34 1 33 61 
20 37 5 36 2 35 1 34 61 
19 34 5 33 2 32 1 31 61 
18 36 4 35 1 34 0 33 61 
20 37 5 36 2 35 1 34 61 
19 33 4 32 1 31 0 30 61 
20 39 5 38 1 37 0 36 61 
20 39 5 38 1 37 0 36 61 
19 36 4 35 1 34 0 33 61 
18 36 3 35 1 34 0 33 61 
20 39 5 38 1 37 0 36 61 
19 36 4 35 1 34 0 33 61 
20 37 4 36 1 35 0 34 61 
20 36 4 35 1 34 0 33 61 
20 35 3 34 0 33 0 32 61 
20 36 4 35 1 34 0 33 61 
20 35 3 34 0 33 0 32 61 
19 36 4 35 1 34 0 33 61 
19 38 4 37 1 36 0 35 61 
19 38 4 37 1 36 0 35 61 
20 35 6 34 2 33 1 32 61 
19 38 4 37 1 36 0 35 61 
21 38 6 37 2 36 1 35 61 
17 35 4 34 1 33 0 32 61 
18 36 4 35 1 34 0 33 61 
19 35 4 34 2 33 1 32 61 
18 32 4 31 1 30 0 29 61 
19 38 5 37 1 36 0 35 61 
18 35 4 34 1 33 0 32 61 
17 35 3 34 1 33 0 32 61 
19 36 4 35 1 34 0 33 61 
20 36 6 35 2 34 1 33 61 
19 34 4 33 1 32 0 31 61 
19 38 5 37 1 36 0 35 61 
19 36 4 35 1 34 0 33 61 
19 35 4 34 1 33 0 32 61 
20 35 5 34 2 33 1 32 61 
20 37 5 36 2 35 1 34 61 
18 35 4 34 1 33 0 32 61 
20 33 4 32 1 31 0 30 61 
19 36 4 35 1 34 0 33 61 
20 33 4 32 1 31 0 30 61 
18 37 4 36 1 35 0 34 61 
19 35 5 34 2 33 1 32 61 
18 36 4 35 1 34 0 33 61 
20 39 5 38 1 37 0 36 61 
18 37 4 36 1 35 0 34 61 
19 36 4 35 1 34 0 33 61 
21 37 4 36 1 35 0 34 61 
20 39 5 38 1 37 0 36 61 
18 34 4 33 2 32 1 31 61 
20 35 5 34 2 33 1 32 61 
18 35 4 34 1 33 0 32 61 
21 37 4 36 1 35 0 34 61 
18 36 4 35 1 34 0 33 61 
18 35 3 34 0 33 0 32 61 
18 36 4 35 1 34 0 33 61 
19 36 4 35 1 34 0 33 61 
20 35 5 34 2 33 1 32 61 
19 33 4 32 1 31 0 30 61 
19 32 3 31 0 30 0 29 61 
19 35 4 34 1 33 0 32 61 
20 35 4 34 1 33 0 32 61 
21 32 5 31 2 30 1 29 61 
19 35 4 34 1 33 0 32 61 
20 37 5 36 1 35 0 34 61 
20 35 4 34 1 33 0 32 61 
21 32 5 31 2 30 1 29 61 
19 35 4 34 1 33 0 32 61 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
6 6 3 5 1 4 0 3 8 
6 8 3 7 1 6 0 5 8 
5 6 2 5 1 4 0 3 8 
6 7 3 6 1 5 0 4 8 
5 6 2 5 0 4 0 3 8 
5 6 2 5 1 4 0 3 8 
5 8 2 7 0 6 0 5 8 
5 8 2 7 1 6 0 5 8 
4 6 1 5 0 4 0 3 8 
5 7 2 6 1 5 0 4 8 
5 7 2 6 1 5 0 4 8 
4 6 2 5 1 4 0 3 8 
6 6 2 5 1 4 0 3 8 
5 6 2 5 1 4 0 3 8 
4 6 1 5 0 4 0 3 8 
3 7 1 6 0 5 0 4 8 
3 7 1 6 0 5 0 4 8 
5 6 2 5 1 4 0 3 8 
6 7 3 6 1 5 0 4 8 
6 7 3 6 1 5 0 4 8 
5 8 2 7 1 6 0 5 8 
4 8 1 7 0 6 0 5 8 
5 6 2 5 1 4 0 3 8 
5 7 2 6 0 5 0 4 8 
5 6 2 5 1 4 0 3 8 
4 6 2 5 1 4 0 3 8 
5 7 2 6 1 5 0 4 8 
6 7 3 6 1 5 0 4 8 
4 6 2 5 1 4 0 3 8 
5 7 2 6 1 5 0 4 8 
5 8 2 7 1 6 0 5 8 
6 8 3 7 1 6 0 5 8 
6 9 3 8 1 7 0 6 8 
4 7 1 6 0 5 0 4 8 
4 6 2 5 1 4 0 3 8 
5 6 1 5 0 4 0 3 8 
4 7 1 6 0 5 0 4 8 
5 9 2 8 1 7 0 6 8 
5 7 2 6 1 5 0 4 8 
3 6 1 5 0 4 0 3 8 
5 6 2 5 1 4 0 3 8 
4 7 2 6 1 5 0 4 8 
6 9 3 8 1 7 0 6 8 
5 7 2 6 1 5 0 4 8 
5 7 2 6 0 5 0 4 8 
7 7 3 6 1 5 0 4 8 
5 6 1 5 0 4 0 3 8 
5 6 2 5 0 4 0 3 8 
4 7 2 6 1 5 0 4 8 
6 8 3 7 1 6 0 5 8 
5 7 2 6 1 5 0 4 8 
5 7 2 6 1 5 0 4 8 
4 6 1 5 0 4 0 3 8 
5 7 2 6 1 5 0 4 8 
5 7 2 6 1 5 0 4 8 
6 8 3 7 1 6 0 5 8 
7 7 5 6 3 5 1 4 8 
3 7 1 6 0 5 0 4 8 
5 7 2 6 1 5 0 4 8 
4 6 1 5 0 4 0 3 8 
6 7 3 6 1 5 0 4 8 
5 8 2 7 1 6 0 5 8 
5 6 0 5 0 4 0 3 8 
5 7 2 6 1 5 0 4 8 
4 7 1 6 0 5 0 4 8 
5 8 2 7 1 6 0 5 8 
3 6 1 5 0 4 0 3 8 
2 7 0 6 0 5 0 4 8 
6 7 3 6 1 5 0 4 8 
5 7 2 6 0 5 0 4 8 
4 8 2 7 1 6 0 5 8 
6 7 3 6 1 5 0 4 8 
5 7 2 6 1 5 0 4 8 
6 8 3 7 1 6 0 5 8 
5 9 2 8 1 7 0 6 8 
4 6 2 5 1 4 0 3 8 
6 8 3 7 1 6 0 5 8 
2 7 0 6 0 5 0 4 8 
7 9 5 8 3 7 1 6 8 
6 8 3 7 1 6 0 5 8 
4 6 1 5 0 4 0 3 8 
5 6 2 5 1 4 0 3 8 
4 6 2 5 1 4 0 3 8 
6 7 2 6 1 5 0 4 8 
5 7 2 6 0 5 0 4 8 
4 8 1 7 0 6 0 5 8 
4 6 1 5 0 4 0 3 8 
5 7 2 6 1 5 0 4 8 
6 7 2 6 0 5 0 4 8 
4 6 1 5 0 4 0 3 8 
5 8 0 7 0 6 0 5 8 
4 7 1 6 0 5 0 4 8 
3 6 1 5 0 4 0 3 8 
4 7 1 6 0 5 0 4 8 
5 7 2 6 0 5 0 4 8 
6 7 3 6 1 5 0 4 8 
5 8 2 7 0 6 0 5 8 
6 9 3 8 1 7 0 6 8 
5 7 2 6 1 5 0 4 8 
3 6 1 5 0 4 0 3 8 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 100 9 BLEU
3 12 1 11 0 10 0 9 11 
3 12 1 11 0 10 0 9 11 
3 11 1 10 0 9 0 8 11 
3 12 1 11 0 10 0 9 11 
