FEATURES_TXT_BEGIN_0 0 100 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-4 -1033.85 -41 24 -24.9483 -56.3373 -25.2645 -49.5855 
-4 -1038.32 -43 24 -22.88 -54.6215 -31.7573 -54.6281 
-4 -1038.7 -42 23 -21.8935 -56.3308 -24.0459 -52.1997 
-4 -1032.88 -40 24 -24.1433 -56.3373 -21.9479 -48.1122 
-10 -1033.74 -42 23 -21.8935 -56.3308 -24.0458 -52.1997 
-4 -1036.04 -41 24 -22.2353 -54.6954 -25.3053 -49.6216 
-4 -1043.18 -44 23 -19.8252 -54.615 -30.5387 -57.2423 
-4 -1037.36 -42 24 -22.075 -54.6215 -28.4408 -53.1548 
-10 -1038.22 -44 23 -19.8252 -54.615 -30.5387 -57.2423 
-4 -1040.8 -43 23 -20.6578 -54.3163 -29.1852 -54.3322 
-4 -1037.74 -41 23 -21.0885 -56.3308 -20.7293 -50.7264 
-10 -1032.78 -41 23 -21.0885 -56.3308 -20.7293 -50.7264 
-4 -1040.9 -42 23 -19.1805 -54.6889 -24.0867 -52.2359 
-4 -1035.08 -40 24 -21.4303 -54.6954 -21.9887 -48.1483 
-4 -1042.22 -43 23 -19.0202 -54.615 -27.2222 -55.769 
-10 -1035.94 -42 23 -19.1805 -54.6889 -24.0867 -52.2359 
-4 -1037.73 -43 24 -23.2124 -55.039 -33.0322 -55.8669 
-10 -1037.26 -43 23 -19.0202 -54.615 -27.2222 -55.769 
-4 -1045.66 -44 22 -17.603 -54.3097 -27.9666 -56.9465 
-4 -1034.48 -41 24 -24.6245 -56.2633 -25.4841 -49.9659 
-4 -1039.84 -42 23 -19.8528 -54.3163 -25.8687 -52.8589 
-10 -1040.7 -44 22 -17.603 -54.3097 -27.9666 -56.9465 
-4 -1038.85 -42 22 -20.8232 -55.1843 -25.6343 -53.76 
-4 -1036.6 -41 23 -21.562 -55.182 -24.5801 -50.4547 
-4 -1041.62 -44 24 -22.3979 -56.6508 -29.4233 -59.6044 
-4 -1029.55 -41 25 -29.2983 -56.9238 -30.2875 -52.4319 
-4 -1034.8 -41 23 -24.465 -56.6623 -25.1218 -49.313 
-4 -1039.93 -41 23 -18.3755 -54.6889 -20.7701 -50.7625 
-4 -1035.46 -41 24 -22.244 -55.039 -26.7997 -51.2408 
-4 -1042.59 -44 23 -20.1576 -55.0325 -31.8136 -58.4811 
-4 -1039.44 -42 22 -20.8232 -55.182 -25.6343 -52.065 
-10 -1034.98 -41 23 -18.3755 -54.6889 -20.7701 -50.7625 
-8 -1032.82 -40 24 -20.6706 -53.8564 -21.4291 -48.0842 
-8 -1032.17 -40 23 -21.7611 -53.7791 -21.1237 -48.0842 
-4 -1036.77 -42 24 -22.4074 -55.039 -29.7156 -54.3935 
-4 -1039.34 -42 23 -21.5697 -56.2568 -24.2655 -52.5802 
-10 -1037.63 -44 23 -20.1576 -55.0325 -31.8136 -58.4811 
-4 -1044.69 -43 22 -16.798 -54.3097 -24.6501 -55.4732 
-4 -1046.09 -46 24 -20.3296 -54.935 -35.9162 -64.647 
-4 -1033.52 -40 24 -23.8195 -56.2633 -22.1675 -48.4926 
-10 -1034.38 -42 23 -21.5697 -56.2568 -24.2654 -52.5802 
-10 -1039.74 -43 22 -16.798 -54.3097 -24.6501 -55.4732 
-4 -1036.86 -42 24 -22.9334 -57.0214 -25.9576 -56.9042 
-4 -1043.71 -43 21 -17.7683 -55.1778 -24.4157 -56.3743 
-10 -1029.74 -41 24 -24.9483 -56.3373 -25.2645 -49.5855 
-4 -1034.03 -43 25 -27.23 -55.208 -36.7804 -57.4745 
-4 -1039.28 -43 23 -22.3967 -54.9465 -31.6147 -54.3556 
-4 -1037.89 -41 22 -20.0182 -55.1843 -22.3177 -52.2867 
-4 -1035.99 -41 23 -21.1146 -55.1866 -26.2408 -52.2755 
-10 -1038.75 -43 21 -17.7684 -55.1778 -24.4157 -56.3743 
-4 -1035.65 -41 23 -22.4245 -55.113 -26.1488 -50.8604 
-4 -1041.45 -42 22 -18.5072 -55.1755 -23.3615 -53.069 
-4 -1035.64 -40 23 -20.757 -55.182 -21.2635 -48.9814 
-4 -1037.19 -43 24 -23.5404 -57.3171 -30.3177 -60.6567 
-10 -1036.5 -42 22 -18.5072 -55.1755 -23.3615 -53.069 
-4 -1040.66 -43 24 -21.5929 -56.6508 -26.1068 -58.1311 
-8 -1035.67 -42 22 -23.101 -54.9768 -25.5007 -49.5642 
-4 -1031.67 -40 24 -26.1167 -57.6629 -22.8459 -49.0094 
-4 -1034.41 -42 24 -26.2435 -56.9173 -29.0689 -55.0461 
-4 -1027.66 -40 26 -29.9142 -56.9238 -28.4848 -49.7753 
-4 -1039.66 -42 22 -21.4102 -56.6558 -23.9032 -51.9272 
-4 -1028.59 -40 25 -28.4933 -56.9238 -26.971 -50.9586 
-4 -1033.84 -40 23 -23.66 -56.6623 -21.8052 -47.8397 
-4 -1041.34 -44 24 -20.8651 -55.3056 -32.4505 -61.9468 
-4 -1040.31 -42 23 -19.1892 -55.0325 -25.5811 -53.8551 
-10 -1034.21 -43 24 -22.88 -54.6215 -31.7573 -54.6281 
-10 -1034.7 -42 22 -21.4102 -56.6558 -23.9032 -51.9272 
-4 -1034.5 -40 24 -21.439 -55.039 -23.4832 -49.7675 
-4 -1044.3 -43 21 -17.7683 -55.1755 -24.4157 -54.6793 
-8 -1036.92 -42 23 -19.8528 -54.3163 -25.8687 -52.8589 
